,NUTS_ID,TEMPERATURE_MAX_2018-01,TEMPERATURE_MAX_2018-02,TEMPERATURE_MAX_2018-03,TEMPERATURE_MAX_2018-04,TEMPERATURE_MAX_2018-05,TEMPERATURE_MAX_2018-06,TEMPERATURE_MAX_2018-07,TEMPERATURE_MAX_2018-08,TEMPERATURE_MAX_2018-09,TEMPERATURE_MAX_2018-10,TEMPERATURE_MAX_2018-11,TEMPERATURE_MAX_2018-12,TEMPERATURE_MIN_2018-01,TEMPERATURE_MIN_2018-02,TEMPERATURE_MIN_2018-03,TEMPERATURE_MIN_2018-04,TEMPERATURE_MIN_2018-05,TEMPERATURE_MIN_2018-06,TEMPERATURE_MIN_2018-07,TEMPERATURE_MIN_2018-08,TEMPERATURE_MIN_2018-09,TEMPERATURE_MIN_2018-10,TEMPERATURE_MIN_2018-11,TEMPERATURE_MIN_2018-12,TEMPERATURE_AVG_2018-01,TEMPERATURE_AVG_2018-02,TEMPERATURE_AVG_2018-03,TEMPERATURE_AVG_2018-04,TEMPERATURE_AVG_2018-05,TEMPERATURE_AVG_2018-06,TEMPERATURE_AVG_2018-07,TEMPERATURE_AVG_2018-08,TEMPERATURE_AVG_2018-09,TEMPERATURE_AVG_2018-10,TEMPERATURE_AVG_2018-11,TEMPERATURE_AVG_2018-12,GRID_NO_2018-01,LATITUDE_2018-01,LONGITUDE_2018-01,ALTITUDE_2018-01,PRECIPITATION_2018-01,PRECIPITATION_2018-02,PRECIPITATION_2018-03,PRECIPITATION_2018-04,PRECIPITATION_2018-05,PRECIPITATION_2018-06,PRECIPITATION_2018-07,PRECIPITATION_2018-08,PRECIPITATION_2018-09,PRECIPITATION_2018-10,PRECIPITATION_2018-11,PRECIPITATION_2018-12,SNOWDEPTH_2018-01,SNOWDEPTH_2018-02,SNOWDEPTH_2018-03,SNOWDEPTH_2018-04,SNOWDEPTH_2018-05,SNOWDEPTH_2018-06,SNOWDEPTH_2018-07,SNOWDEPTH_2018-08,SNOWDEPTH_2018-09,SNOWDEPTH_2018-10,SNOWDEPTH_2018-11,SNOWDEPTH_2018-12,index_right_2018-01,LEVL_CODE_2018-01,MOUNT_TYPE_2018-01,URBN_TYPE_2018-01,COAST_TYPE_2018-01
10,AT130,15.5,7.6,16.5,30.3,31.1,33.6,34.0,36.3,31.2,23.8,18.7,12.9,-1.4,-11.0,-11.0,5.4,11.8,12.6,11.6,13.5,5.1,7.5,-2.9,-2.5,5.329032258064516,0.4642857142857142,4.851612903225806,17.44333333333333,20.238709677419354,22.30666666666667,24.135483870967743,25.396774193548385,19.28333333333333,14.958064516129031,7.739999999999999,3.819354838709677,90128.0,48.17275,16.27782,175.0,1.0774193548387097,0.7321428571428571,1.1193548387096774,0.28,1.841935483870968,1.4566666666666668,4.016129032258065,1.8774193548387097,3.066666666666667,0.964516129032258,1.5799999999999998,3.0290322580645164,0.1555555555555555,0.6571428571428571,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.7842105263157895,727.0,3.0,4.0,1.0,3.0
11,AT211,10.5,6.7,13.7,27.7,27.6,31.6,33.4,34.1,27.8,21.6,17.6,10.4,-5.4,-16.7,-14.7,-1.3,5.5,6.0,9.8,3.7,-0.6,0.2,-5.3,-9.0,1.4344086021505378,-2.155952380952381,2.931182795698925,12.784444444444444,15.712903225806452,18.686666666666667,20.08924731182796,20.68279569892473,16.39,11.193548387096774,5.869999999999999,0.2333333333333333,83121.33333333333,46.70418333333333,13.918923333333336,609.0,2.039784946236559,2.5452380952380955,3.4838709677419355,3.094444444444445,4.880645161290323,1.7177777777777776,2.505376344086021,5.040860215053764,1.5833333333333333,6.660215053763441,3.495555555555556,0.310752688172043,10.168292682926827,32.0,16.842105263157894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8888888888888888,0.3086419753086419,728.0,3.0,3.0,2.0,3.0
12,AT212,12.3,8.9,14.5,28.5,28.4,31.1,33.5,34.2,27.9,21.2,18.4,10.3,-11.3,-23.2,-17.6,-6.7,-0.8,2.6,6.2,-1.9,-4.7,-4.8,-10.5,-15.0,-1.17926267281106,-5.201020408163266,-0.1543778801843318,9.216666666666669,12.172350230414748,15.170476190476192,16.929493087557603,17.408755760368663,13.401428571428571,8.71889400921659,2.952380952380953,-1.1866359447004609,83691.0,46.85185428571429,13.352021428571428,1202.2857142857142,2.861290322580645,2.1107142857142858,5.639170506912443,3.592857142857143,4.442396313364055,3.1104761904761906,3.626267281105991,4.976036866359447,2.9119047619047618,8.892165898617511,4.83047619047619,0.9705069124423964,70.48679245283019,113.8897435897436,125.50994764397906,159.14285714285714,120.0,0.0,0.0,0.0,0.0,1.608695652173913,5.2125,7.888461538461538,729.0,3.0,3.0,3.0,3.0
13,AT213,12.0,8.0,13.7,27.7,27.7,30.9,32.5,33.1,27.9,20.7,17.8,10.3,-10.0,-21.2,-18.3,-2.4,3.7,3.7,7.3,2.0,-3.3,-0.6,-7.5,-13.9,0.7509677419354839,-3.012142857142857,1.909032258064516,12.251333333333331,15.311612903225807,17.75733333333333,19.123870967741933,19.746451612903225,15.584666666666664,10.814193548387095,5.492666666666667,-0.4174193548387097,83523.2,46.770624,14.535370000000002,709.4,1.201290322580645,1.7714285714285714,2.032258064516129,1.9846666666666664,5.070967741935484,2.7006666666666668,2.793548387096774,4.572903225806451,2.310666666666666,2.7825806451612904,1.5766666666666669,0.9967741935483873,7.461805555555555,23.205035971223023,16.303478260869564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.370909090909091,1.4130136986301371,730.0,3.0,3.0,3.0,3.0
14,AT221,15.6,10.2,16.0,28.1,27.9,30.7,33.4,32.4,28.7,22.1,18.7,14.1,-3.0,-15.3,-14.9,1.7,8.8,8.8,10.6,8.1,1.9,4.0,-4.8,-6.4,3.2580645161290325,-0.3285714285714286,3.519354838709677,15.286666666666669,17.716129032258067,20.290000000000003,21.65806451612903,22.241935483870968,17.8,12.95483870967742,7.6,2.103225806451613,85126.0,47.08755,15.4864,387.0,0.8064516129032258,2.310714285714286,1.6903225806451612,2.603333333333333,4.47741935483871,4.433333333333334,1.538709677419355,3.7774193548387096,2.83,0.6935483870967742,1.72,0.4193548387096774,1.3095238095238095,6.019230769230769,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4407407407407407,731.0,3.0,3.0,2.0,3.0
15,AT222,11.0,5.5,13.7,26.2,26.4,29.2,30.0,31.3,27.3,21.1,16.9,8.3,-10.2,-23.5,-18.6,-3.9,1.4,4.2,5.7,0.6,-4.4,-3.1,-10.6,-14.8,-0.4283870967741935,-4.764285714285714,1.1574193548387095,10.767333333333331,13.46516129032258,15.534,16.927096774193547,17.8658064516129,13.658666666666669,9.498709677419354,3.914,-1.116774193548387,86721.8,47.507804,14.134822,992.0,3.605806451612903,0.7942857142857143,1.2458064516129033,0.8526666666666667,3.049677419354839,4.415333333333333,2.5987096774193548,4.192903225806451,2.1146666666666665,3.391612903225807,0.7266666666666667,4.632903225806452,38.9758389261745,62.18857142857143,50.91463414634146,49.425,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,2.7455696202531645,15.169014084507042,732.0,3.0,3.0,3.0,3.0
16,AT223,14.8,6.9,15.1,26.2,25.7,30.0,30.5,31.7,27.5,21.3,16.6,11.7,-7.5,-19.6,-19.5,-2.7,2.5,5.5,3.3,2.7,-4.1,-0.6,-11.5,-13.9,0.6903225806451613,-3.619047619047619,1.272043010752688,11.815,14.340860215053764,16.362222222222222,17.82204301075269,18.633333333333333,14.456111111111111,10.30483870967742,4.746666666666666,0.0801075268817204,86958.16666666667,47.517475000000005,15.144083333333334,822.8333333333334,1.9661290322580645,1.1011904761904765,1.8241935483870968,1.401111111111111,3.8451612903225807,5.223333333333334,2.706989247311828,5.485483870967742,2.076111111111111,3.410215053763441,1.5372222222222225,3.793010752688172,7.403048780487804,14.647619047619049,8.905925925925926,0.0266666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.672727272727273,5.163253012048193,733.0,3.0,3.0,2.0,3.0
17,AT224,16.9,11.9,17.4,28.8,28.6,31.5,32.5,32.8,29.2,23.2,19.8,14.1,-6.6,-17.8,-18.8,0.0,6.6,6.4,7.3,7.0,-0.3,1.1,-7.3,-9.4,2.3406451612903227,-1.752857142857143,2.413548387096774,14.254,16.790967741935482,18.974,20.38258064516129,21.278709677419357,16.646,12.0,6.311333333333334,1.461290322580645,85726.8,47.208392,15.763797999999998,496.0,1.0793548387096774,1.872142857142857,2.24,1.448,4.337419354838709,3.8126666666666655,2.8180645161290325,4.24,2.268,1.4741935483870967,1.678,1.0019354838709678,4.621138211382114,11.62230215827338,8.884375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3395833333333331,1.62578125,734.0,3.0,2.0,3.0,3.0
18,AT225,15.7,11.6,15.6,28.2,27.8,31.3,32.6,32.3,28.7,23.1,19.5,14.6,-5.3,-18.7,-19.4,-0.5,6.8,6.5,9.5,5.9,-1.1,1.5,-6.1,-10.3,2.3669354838709675,-1.5080357142857144,2.82741935483871,14.1025,16.72983870967742,19.22833333333333,20.556451612903224,20.983870967741936,16.781666666666666,11.788709677419355,6.674166666666666,0.7459677419354839,84125.25,46.87522250000001,15.2178275,419.75,0.8532258064516128,2.679464285714286,2.2112903225806453,2.64,5.974193548387096,2.8375,2.855645161290323,6.151612903225806,1.9833333333333332,2.458064516129032,1.8758333333333328,0.3733870967741935,0.891588785046729,10.419642857142858,6.696385542168674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3939393939393939,0.5026086956521739,735.0,3.0,3.0,3.0,3.0
19,AT226,11.1,7.2,10.5,24.2,24.7,27.4,30.0,30.5,26.2,19.6,15.5,10.6,-11.2,-22.6,-19.4,-3.9,2.1,4.4,6.3,1.0,-3.8,-2.0,-10.3,-14.8,-0.6709677419354839,-4.960714285714286,0.6548387096774194,10.000833333333333,13.128225806451614,15.385,16.698387096774194,17.445967741935487,13.534166666666666,9.09516129032258,3.7725,-1.4185483870967743,85373.0,47.1889,14.5056375,1044.75,2.112096774193548,1.4910714285714286,1.9,1.695,4.525,3.4425000000000003,1.993548387096774,4.888709677419355,2.0158333333333336,4.054838709677419,1.4575,2.675,18.87333333333333,44.60178571428571,15.499019607843138,2.395833333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.8344827586206898,8.125210084033613,736.0,3.0,3.0,3.0,3.0
20,AT311,13.8,6.3,16.9,27.9,31.4,31.8,34.2,35.3,29.5,25.0,20.2,14.1,-4.8,-15.1,-12.7,1.1,7.4,7.5,8.3,6.0,1.0,-1.0,-7.3,-9.9,3.784516129032258,-1.36,3.352903225806452,14.226666666666668,17.581290322580646,19.296,20.547096774193548,21.741935483870968,16.422666666666668,11.956774193548387,5.582666666666666,2.674193548387097,89919.2,48.25615,13.3201,407.6,3.978064516129032,0.9792857142857142,1.5245161290322582,0.9413333333333332,1.3412903225806452,4.176666666666667,1.9754838709677416,2.8083870967741937,2.623333333333333,1.7270967741935483,1.3273333333333333,4.640645161290323,1.2026666666666668,6.427407407407408,1.097752808988764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0857142857142856,1.9677685950413224,737.0,3.0,4.0,3.0,3.0
21,AT312,13.4,6.7,16.1,28.1,32.1,32.3,34.4,36.1,29.0,25.0,21.9,13.6,-2.4,-13.9,-12.5,3.2,7.9,9.3,8.2,6.4,1.2,0.0,-6.7,-10.3,3.62258064516129,-1.2595238095238095,3.0666666666666664,14.561111111111112,17.81935483870968,19.671111111111117,20.79462365591398,22.15913978494624,16.543333333333333,12.090322580645164,5.818888888888889,2.1806451612903226,89788.0,48.202486666666665,14.034213333333334,348.6666666666667,3.5451612903225804,0.6845238095238095,1.31505376344086,0.7844444444444444,1.0827956989247312,4.013333333333334,1.546236559139785,1.818279569892473,2.263333333333333,0.7247311827956988,1.4222222222222225,3.495698924731183,0.892,7.467073170731707,0.6948275862068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4303030303030304,1.3789473684210527,738.0,3.0,4.0,2.0,3.0
22,AT313,13.4,7.7,16.5,28.3,31.2,32.3,33.9,36.5,29.9,25.1,22.5,11.6,-5.7,-16.7,-17.8,0.0,5.6,7.3,5.3,5.1,-1.2,-0.6,-9.9,-8.3,2.858064516129032,-2.0742857142857143,2.246451612903226,13.978666666666667,16.846451612903223,18.66,19.946451612903225,21.33032258064516,15.781333333333333,11.478709677419356,5.235333333333333,1.704516129032258,90722.6,48.395218,14.477182,471.6,2.8251612903225807,0.7142857142857143,1.0406451612903227,0.4573333333333333,1.9554838709677416,3.804,1.584516129032258,1.929677419354839,2.4,1.1193548387096774,1.3113333333333332,3.8,2.1775510204081634,3.629104477611941,2.359183673469388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8857142857142857,2.4325396825396823,739.0,3.0,3.0,3.0,3.0
23,AT314,15.1,7.4,16.8,28.1,31.8,31.4,33.5,35.8,29.5,25.9,22.3,13.7,-7.3,-19.8,-17.9,-0.4,4.5,8.2,5.3,4.2,-1.5,-0.8,-10.1,-15.1,2.304301075268817,-2.1166666666666667,2.910752688172043,14.255555555555556,16.68494623655914,18.475555555555555,19.640860215053763,21.038709677419355,16.096666666666668,12.063440860215056,5.823333333333333,1.113978494623656,88455.66666666667,47.89036666666667,14.343923333333333,509.6666666666667,5.274193548387097,0.7130952380952381,1.6118279569892473,1.3,2.721505376344086,6.9,2.453763440860215,2.490322580645161,3.174444444444444,2.3838709677419354,1.237777777777778,8.120430107526882,11.652054794520549,12.734567901234568,4.764912280701755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9325,10.504878048780489,740.0,3.0,3.0,3.0,3.0
24,AT315,15.7,5.7,17.6,27.6,29.8,31.9,33.2,33.9,29.3,25.0,22.0,12.1,-9.0,-19.7,-14.3,-0.7,4.2,7.4,7.3,4.0,-1.9,-1.3,-8.9,-14.6,2.1306451612903223,-2.332142857142857,2.8483870967741933,13.635833333333332,16.40806451612903,18.275,19.61048387096774,20.9,15.9075,11.83548387096774,5.654166666666667,1.4814516129032258,88120.25,47.840812500000006,13.6433425,596.0,5.504032258064516,1.1857142857142855,1.9983870967741937,1.1775,2.365322580645161,6.7941666666666665,2.300806451612903,3.325806451612903,3.006666666666667,2.6943548387096774,1.0233333333333332,8.256451612903225,11.353846153846154,11.081818181818182,5.478947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7872340425531915,3.883838383838384,741.0,3.0,3.0,3.0,3.0
25,AT321,9.9,4.7,10.8,22.2,23.1,26.4,27.7,28.8,25.4,19.2,14.2,8.1,-10.2,-23.6,-17.9,-5.4,1.0,4.4,7.0,0.1,-4.3,-3.2,-10.3,-14.5,-1.0935483870967742,-6.269642857142857,-0.5725806451612904,8.385,11.169354838709678,13.475,15.193548387096774,16.174193548387095,12.25,8.074193548387097,2.525,-1.6564516129032258,85120.5,47.163915,13.678405,1397.0,2.3693548387096777,1.2017857142857142,1.6758064516129034,1.2983333333333331,4.256451612903225,2.68,2.0725806451612905,4.458064516129032,2.425,3.7516129032258063,1.1700000000000002,1.6161290322580646,76.05084745762711,114.57142857142856,100.77966101694916,102.36666666666667,0.0,0.0,0.0,0.0,0.5,0.0,4.532258064516129,29.093103448275865,742.0,3.0,3.0,3.0,3.0
26,AT322,11.9,5.3,14.0,25.9,27.9,29.2,30.9,30.8,26.6,23.1,18.7,9.8,-10.6,-23.6,-17.1,-7.0,1.1,2.8,5.7,0.4,-3.8,-4.0,-10.1,-15.4,-0.8953917050691245,-5.670918367346939,0.576036866359447,9.552857142857142,12.383870967741936,14.379047619047618,16.087096774193547,16.840552995391704,12.948095238095238,8.86405529953917,3.5347619047619045,-1.623963133640553,85546.71428571429,47.283148571428576,12.908105714285714,1219.428571428571,3.7557603686635934,1.1423469387755103,1.3682027649769584,0.8447619047619048,2.9078341013824884,4.354285714285714,3.5428571428571427,5.204147465437788,2.700952380952381,3.5368663594470044,0.2809523809523809,4.419354838709677,44.87073170731707,71.94897959183673,47.02368421052632,38.415625,0.0,0.0,0.0,0.0,0.125,0.8823529411764706,2.9509615384615384,18.19438775510204,743.0,3.0,3.0,3.0,3.0
27,AT323,13.6,4.6,16.9,27.0,29.4,31.4,32.6,33.0,28.4,23.5,20.4,11.3,-6.0,-17.0,-13.7,-0.1,6.6,7.7,8.9,5.1,0.4,1.3,-5.8,-10.1,1.9725806451612904,-2.5892857142857144,2.6419354838709674,13.54,16.20806451612903,18.10333333333333,19.637096774193548,20.780645161290323,15.811666666666667,11.691935483870967,5.253333333333333,1.4548387096774194,87619.0,47.7416,13.21934,629.0,6.25,1.2767857142857142,2.177419354838709,1.4866666666666668,2.3758064516129034,6.53,3.1951612903225803,4.293548387096774,3.378333333333333,3.1500000000000004,0.7683333333333333,10.05,18.778,28.901785714285715,14.066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1043478260869564,3.8020833333333335,744.0,3.0,3.0,2.0,3.0
