NUTS_ID,TEMPERATURE_MAX_2018-01,TEMPERATURE_MAX_2018-02,TEMPERATURE_MAX_2018-03,TEMPERATURE_MAX_2018-04,TEMPERATURE_MAX_2018-05,TEMPERATURE_MAX_2018-06,TEMPERATURE_MAX_2018-07,TEMPERATURE_MAX_2018-08,TEMPERATURE_MAX_2018-09,TEMPERATURE_MAX_2018-10,TEMPERATURE_MAX_2018-11,TEMPERATURE_MAX_2018-12,TEMPERATURE_MIN_2018-01,TEMPERATURE_MIN_2018-02,TEMPERATURE_MIN_2018-03,TEMPERATURE_MIN_2018-04,TEMPERATURE_MIN_2018-05,TEMPERATURE_MIN_2018-06,TEMPERATURE_MIN_2018-07,TEMPERATURE_MIN_2018-08,TEMPERATURE_MIN_2018-09,TEMPERATURE_MIN_2018-10,TEMPERATURE_MIN_2018-11,TEMPERATURE_MIN_2018-12,TEMPERATURE_AVG_2018-01,TEMPERATURE_AVG_2018-02,TEMPERATURE_AVG_2018-03,TEMPERATURE_AVG_2018-04,TEMPERATURE_AVG_2018-05,TEMPERATURE_AVG_2018-06,TEMPERATURE_AVG_2018-07,TEMPERATURE_AVG_2018-08,TEMPERATURE_AVG_2018-09,TEMPERATURE_AVG_2018-10,TEMPERATURE_AVG_2018-11,TEMPERATURE_AVG_2018-12,GRID_NO_2018-01,LATITUDE_2018-01,LONGITUDE_2018-01,ALTITUDE_2018-01,PRECIPITATION_2018-01,PRECIPITATION_2018-02,PRECIPITATION_2018-03,PRECIPITATION_2018-04,PRECIPITATION_2018-05,PRECIPITATION_2018-06,PRECIPITATION_2018-07,PRECIPITATION_2018-08,PRECIPITATION_2018-09,PRECIPITATION_2018-10,PRECIPITATION_2018-11,PRECIPITATION_2018-12,ET0_2018-01,ET0_2018-02,ET0_2018-03,ET0_2018-04,ET0_2018-05,ET0_2018-06,ET0_2018-07,ET0_2018-08,ET0_2018-09,ET0_2018-10,ET0_2018-11,ET0_2018-12,WINDSPEED_2018-01,WINDSPEED_2018-02,WINDSPEED_2018-03,WINDSPEED_2018-04,WINDSPEED_2018-05,WINDSPEED_2018-06,WINDSPEED_2018-07,WINDSPEED_2018-08,WINDSPEED_2018-09,WINDSPEED_2018-10,WINDSPEED_2018-11,WINDSPEED_2018-12,LEVL_CODE_2018-01,MOUNT_TYPE_2018-01,URBN_TYPE_2018-01,COAST_TYPE_2018-01
AT125,14.1,5.9,15.5,28.4,29.4,33.5,33.6,35.0,29.7,23.0,18.5,11.2,-5.4,-13.7,-14.9,-0.7,7.3,9.5,6.3,7.8,0.0,1.4,-8.7,-5.4,2.9881720430107523,-1.2940476190476191,2.8580645161290326,14.833333333333334,17.96989247311828,20.56222222222222,21.573118279569893,23.153763440860217,17.074444444444445,12.809677419354838,6.061111111111111,2.0903225806451613,92128.0,48.62036333333334,16.334016666666663,231.66666666666666,0.8086021505376344,0.5654761904761905,0.8548387096774194,0.3,1.7064516129032257,1.6922222222222223,2.6129032258064515,0.9720430107526881,3.0622222222222226,0.2817204301075269,0.8533333333333333,1.4268817204301074,0.5311827956989247,0.6397619047619048,1.3263440860215052,3.570333333333333,4.15752688172043,4.706222222222222,4.851397849462366,4.61763440860215,2.6007777777777776,1.8359139784946237,0.7111111111111111,0.519247311827957,2.8440860215053765,2.744047619047619,3.0763440860215057,3.0144444444444445,2.374193548387097,2.4955555555555553,2.010752688172043,2.0161290322580645,1.9666666666666666,2.8301075268817204,2.9877777777777776,3.0161290322580645,3.0,4.0,3.0,3.0
AT126,15.7,6.8,16.2,29.2,29.9,33.9,34.0,35.8,30.0,23.7,18.7,13.2,-5.1,-13.8,-15.1,-0.9,7.2,10.6,6.1,7.9,0.0,1.2,-7.6,-5.3,3.7983870967741935,-0.7348214285714285,3.3419354838709676,15.370833333333334,18.364516129032257,20.924166666666668,22.041129032258063,23.52258064516129,17.4425,13.274999999999999,6.400833333333334,2.574193548387097,90878.25,48.335585,16.3824675,183.75,0.9637096774193549,0.7999999999999999,1.1298387096774194,0.37083333333333335,1.8758064516129032,1.7225,3.082258064516129,1.1274193548387097,3.4116666666666666,0.45564516129032256,1.1700000000000002,1.9967741935483871,0.6419354838709677,0.6728571428571428,1.3912096774193548,3.7237500000000003,4.155645161290322,4.84175,5.042338709677419,4.679677419354839,2.7015833333333332,1.9226612903225806,0.6857500000000001,0.597983870967742,3.167741935483871,2.835714285714286,3.270967741935484,3.3033333333333332,2.454032258064516,2.7383333333333337,2.3362903225806453,2.1862903225806454,2.256666666666667,3.1048387096774195,2.9058333333333333,3.454032258064516,3.0,4.0,1.0,3.0
AT127,18.6,7.5,17.8,29.0,29.3,32.8,33.7,35.5,29.9,24.3,19.4,13.7,-3.8,-12.3,-15.0,0.2,9.4,9.4,7.0,9.5,0.3,3.0,-8.0,-5.6,4.010752688172043,-0.4011904761904762,3.643010752688172,15.645555555555555,18.53010752688172,21.137777777777778,22.543010752688172,23.679569892473115,17.735555555555557,13.638709677419357,6.806666666666667,2.8763440860215055,89462.33333333333,48.00348,16.59369,173.33333333333334,1.1161290322580646,1.105952380952381,1.6387096774193548,0.6255555555555555,2.067741935483871,2.302222222222222,2.5236559139784944,1.449462365591398,3.08,0.7838709677419355,1.5044444444444445,2.2225806451612904,0.6673118279569893,0.7335714285714285,1.3886021505376342,3.791888888888889,4.17,4.923,5.353978494623656,4.844516129032258,2.85,1.9881720430107528,0.7042222222222223,0.7068817204301074,2.8688172043010756,3.0630952380952383,3.10752688172043,3.445555555555556,2.604301075268817,3.3866666666666667,3.179569892473118,2.6774193548387095,2.667777777777778,3.29247311827957,2.8555555555555556,3.6741935483870964,3.0,4.0,2.0,3.0
AT130,15.5,7.6,16.5,30.3,31.1,33.6,34.0,36.3,31.2,23.8,18.7,12.9,-1.4,-11.0,-11.0,5.4,11.8,12.6,11.6,13.5,5.1,7.5,-2.9,-2.5,5.329032258064516,0.46428571428571425,4.851612903225806,17.44333333333333,20.238709677419354,22.30666666666667,24.135483870967743,25.396774193548385,19.283333333333335,14.958064516129031,7.739999999999999,3.8193548387096774,90128.0,48.17275,16.27782,175.0,1.3483870967741935,0.9964285714285716,1.2548387096774194,0.38,1.738709677419355,2.106666666666667,3.2451612903225806,1.4451612903225806,3.1133333333333337,1.1096774193548387,1.4433333333333331,2.890322580645161,0.9293548387096774,0.8885714285714286,1.6216129032258064,4.095,4.467741935483871,5.1209999999999996,5.487096774193549,4.932258064516129,3.1053333333333333,2.2035483870967743,0.8706666666666667,0.8267741935483871,3.435483870967742,3.125,3.5,3.51,2.838709677419355,3.51,3.135483870967742,2.674193548387097,2.8133333333333335,3.393548387096774,3.106666666666667,3.574193548387097,3.0,4.0,1.0,3.0
AT211,10.5,6.7,13.7,27.7,27.6,31.6,33.4,34.1,27.8,21.6,17.6,10.4,-5.3,-16.7,-14.7,-1.2,5.5,6.0,9.9,3.8,-0.6,0.2,-5.2,-9.0,1.4989247311827958,-2.136904761904762,2.9301075268817205,12.787777777777778,15.706451612903226,18.7,20.140860215053763,20.719354838709677,16.42222222222222,11.255913978494624,5.895555555555556,0.3086021505376344,83121.33333333333,46.70418333333333,13.918923333333336,609.0,1.6021505376344085,2.3833333333333333,2.8268817204301073,2.2333333333333334,5.23010752688172,2.171111111111111,3.5451612903225804,4.074193548387097,2.2555555555555555,4.511827956989247,2.2555555555555555,0.41505376344086026,0.41086021505376347,0.5119047619047619,1.1604301075268817,2.881111111111111,3.139247311827957,4.1770000000000005,4.13741935483871,3.78741935483871,2.3465555555555557,1.1926881720430107,0.49222222222222217,0.292258064516129,1.3086021505376344,1.194047619047619,1.3387096774193548,1.5633333333333332,1.2967741935483872,1.4833333333333334,1.3666666666666667,1.3881720430107527,1.261111111111111,1.210752688172043,1.02,1.1129032258064515,3.0,3.0,2.0,3.0
AT212,12.3,8.9,14.5,28.5,28.4,31.1,33.5,34.2,27.9,21.2,18.4,10.3,-11.3,-22.4,-16.0,-5.5,-0.7,2.7,6.2,0.3,-2.9,-3.0,-10.4,-13.4,-0.716589861751152,-5.1627551020408164,-0.09078341013824884,9.256666666666668,12.166359447004607,15.16,16.92811059907834,17.34976958525346,13.401428571428573,8.751612903225807,3.2,-1.0129032258064516,83691.0,46.85185428571429,13.352021428571428,1202.2857142857142,2.819815668202765,1.6091836734693876,2.924423963133641,1.963809523809524,3.8110599078341014,2.3623809523809527,3.208294930875576,4.786635944700461,1.9861904761904763,5.82258064516129,2.1557142857142857,1.415668202764977,0.3907373271889401,0.49025510204081635,1.0143778801843317,2.5294761904761907,2.9334101382488478,3.787761904761905,3.794884792626728,3.4169124423963133,2.125952380952381,1.1535023041474655,0.48066666666666663,0.3678341013824885,1.5506912442396312,1.654591836734694,1.5548387096774192,1.658095238095238,1.4096774193548387,1.6533333333333333,1.5649769585253457,1.4271889400921658,1.2714285714285714,1.5377880184331796,1.3666666666666667,1.422119815668203,3.0,3.0,3.0,3.0
AT212,12.3,8.9,14.5,28.5,28.4,31.1,33.5,34.2,27.9,21.2,18.4,10.3,-11.3,-22.4,-16.0,-5.5,-0.7,2.7,6.2,0.3,-2.9,-3.0,-10.4,-13.4,-0.716589861751152,-5.1627551020408164,-0.09078341013824884,9.256666666666668,12.166359447004607,15.16,16.92811059907834,17.34976958525346,13.401428571428573,8.751612903225807,3.2,-1.0129032258064516,83691.0,46.85185428571429,13.352021428571428,1202.2857142857142,2.819815668202765,1.6091836734693876,2.924423963133641,1.963809523809524,3.8110599078341014,2.3623809523809527,3.208294930875576,4.786635944700461,1.9861904761904763,5.82258064516129,2.1557142857142857,1.415668202764977,0.3907373271889401,0.49025510204081635,1.0143778801843317,2.5294761904761907,2.9334101382488478,3.787761904761905,3.794884792626728,3.4169124423963133,2.125952380952381,1.1535023041474655,0.48066666666666663,0.3678341013824885,1.5506912442396312,1.654591836734694,1.5548387096774192,1.658095238095238,1.4096774193548387,1.6533333333333333,1.5649769585253457,1.4271889400921658,1.2714285714285714,1.5377880184331796,1.3666666666666667,1.422119815668203,3.0,3.0,3.0,3.0
AT213,12.1,8.0,13.7,27.7,27.7,30.8,32.5,33.3,27.9,20.7,17.9,10.2,-9.9,-21.1,-18.2,-2.3,3.8,3.7,7.3,2.0,-3.2,-0.5,-7.4,-13.8,0.747741935483871,-3.015,1.9096774193548387,12.247333333333332,15.304516129032256,17.767999999999997,19.16,19.804516129032258,15.594666666666665,10.801935483870967,5.497333333333334,-0.4348387096774194,83523.2,46.770624,14.535370000000002,709.4,1.238709677419355,2.405,1.9812903225806453,1.9053333333333333,5.10516129032258,2.6946666666666665,2.6858064516129034,4.525161290322581,2.2673333333333336,2.4296774193548387,1.7326666666666666,0.40838709677419355,0.40419354838709676,0.5012857142857143,1.1283225806451613,2.9270666666666667,3.16058064516129,3.9452666666666665,3.9331612903225808,3.6172258064516125,2.2533333333333334,1.2290967741935483,0.5082,0.3201290322580645,1.3161290322580645,1.4014285714285712,1.5464516129032257,1.7733333333333334,1.466451612903226,1.5713333333333332,1.4083870967741936,1.4258064516129032,1.3539999999999999,1.3838709677419354,1.1793333333333333,1.1838709677419355,3.0,3.0,3.0,3.0
AT221,15.6,10.2,16.0,28.1,27.9,30.7,33.4,32.4,28.7,22.1,18.7,14.1,-3.0,-15.3,-14.9,1.7,8.8,8.8,10.6,8.1,1.9,4.0,-4.8,-6.4,3.2580645161290325,-0.3285714285714286,3.519354838709677,15.286666666666667,17.716129032258067,20.290000000000003,21.65806451612903,22.241935483870968,17.8,12.95483870967742,7.6,2.103225806451613,85126.0,47.08755,15.4864,387.0,0.8741935483870968,1.9642857142857142,1.941935483870968,2.2533333333333334,4.580645161290323,3.7766666666666664,2.235483870967742,4.280645161290322,2.6,0.9612903225806452,1.88,0.42903225806451617,0.516774193548387,0.6085714285714285,1.2416129032258065,3.3823333333333334,3.7838709677419353,4.485,4.6816129032258065,3.992903225806452,2.553,1.4319354838709677,0.6266666666666667,0.42,1.3548387096774193,1.3357142857142856,1.4258064516129034,1.8666666666666667,1.8806451612903226,2.1266666666666665,1.967741935483871,1.7935483870967743,1.5666666666666667,1.4838709677419355,1.2533333333333334,1.2000000000000002,3.0,3.0,2.0,3.0
AT222,11.3,5.6,13.7,26.2,26.5,29.0,30.1,31.2,27.5,21.2,17.2,8.3,-10.5,-23.8,-18.5,-3.8,1.1,4.2,5.9,0.4,-4.3,-3.5,-10.5,-14.9,-0.4774193548387097,-4.761428571428572,1.1961290322580647,10.760666666666665,13.474193548387097,15.562000000000001,16.92967741935484,17.866451612903226,13.669333333333334,9.488387096774193,3.904666666666667,-1.1612903225806452,86721.8,47.507804,14.134822,992.0,3.749677419354839,1.0671428571428572,1.7148387096774194,0.9773333333333333,2.9296774193548387,4.981333333333334,2.554193548387097,3.978709677419355,2.1759999999999997,3.1606451612903226,1.1266666666666667,5.411612903225806,0.38270967741935485,0.5106428571428571,1.145483870967742,2.789266666666667,3.1349677419354838,3.5106,3.7455483870967745,3.3719354838709674,2.1697333333333333,1.3443870967741935,0.5855333333333334,0.35161290322580646,1.776774193548387,1.6721428571428572,1.892258064516129,2.0973333333333333,1.7574193548387096,1.889333333333333,1.7225806451612904,1.5341935483870968,1.6066666666666667,2.0535483870967743,1.6920000000000002,2.0141935483870967,3.0,3.0,3.0,3.0
AT223,14.9,6.9,15.1,26.2,25.7,30.0,30.6,31.7,27.5,21.3,16.6,11.9,-7.4,-19.6,-19.5,-2.6,2.5,5.5,3.3,2.7,-4.1,-0.6,-11.5,-13.8,0.6897849462365592,-3.6238095238095234,1.2763440860215054,11.790555555555557,14.33010752688172,16.344444444444445,17.802688172043013,18.70752688172043,14.461666666666666,10.298387096774194,4.765555555555555,0.0860215053763441,86958.16666666667,47.517475000000005,15.144083333333334,822.8333333333334,2.1618279569892476,1.1267857142857143,1.7623655913978495,1.3577777777777778,3.624731182795699,4.649444444444445,2.3919354838709674,4.824193548387097,2.0194444444444444,2.6118279569892473,1.5299999999999998,3.8666666666666667,0.4585483870967742,0.5351785714285714,1.1190860215053764,2.8925,3.1266666666666665,3.5062777777777776,3.838655913978495,3.4266129032258066,2.232888888888889,1.3731182795698924,0.6210555555555556,0.42774193548387096,2.0392473118279573,1.7041666666666668,1.8838709677419354,2.343888888888889,1.8129032258064515,1.9855555555555555,1.9736559139784948,1.7731182795698925,1.8033333333333335,2.228494623655914,1.7827777777777776,2.1360215053763443,3.0,3.0,2.0,3.0
